Transaction Date,Service Period Start Date,Service Period End Date,Description,Payment Type,Mop Last 4,Mop Creation Date,Mop Pmt Processor Desc,Item Price Amt,Currency,Tax Amt,Gross Sale Amt,Pmt Txn Type,Pmt Status,Final Invoice Result,Country,Next Billing Date
2022-04-27,2022-04-28,2022-05-27,SUBSCRIPTION,VISA,4700,,BILLDESK-SI-HUB,649.0,INR,99.0,649.0,SALE,APPROVED,SETTLED,IN,2022-05-28
2022-04-27,,,payment_transaction,CC,4700,,,,INR,,649.0,SALE,NEW,,IN,
2022-04-23,,,payment_transaction,CC,4700,,,,INR,,649.0,INIT_SALE,APPROVED,,IN,
2022-03-28,,,payment_transaction,CC,4700,,,,INR,,649.0,CHARGE,DECLINED,,IN,
2022-03-28,,,payment_transaction,CC,4700,,,,INR,,649.0,CAPTURE,APPROVED,,IN,
2022-03-28,,,payment_transaction,CC,4700,,,,INR,,649.0,CHARGE,APPROVED,,IN,
2022-03-28,2022-03-28,2022-04-27,SUBSCRIPTION,VISA,4700,,BILLDESK-SI-HUB,649.0,INR,99.0,649.0,CHARGE,APPROVED,RECOVERY,IN,2022-04-28
2022-03-28,2022-03-28,2022-04-27,SUBSCRIPTION,VISA,4700,,BILLDESK-SI-HUB,649.0,INR,99.0,649.0,CAPTURE,APPROVED,RECOVERY,IN,2022-04-28
2022-03-27,,,payment_transaction,CC,4700,,,,INR,,649.0,SALE,DECLINED,,IN,
2022-03-27,,,payment_transaction,CC,4700,,,,INR,,649.0,SALE,NEW,,IN,
2022-03-27,2022-03-28,2022-04-27,SUBSCRIPTION,VISA,4700,,BILLDESK-SI-HUB,649.0,INR,99.0,649.0,SALE,NEW,REVERSAL,IN,2022-04-28
2022-03-27,2022-03-28,2022-04-27,SUBSCRIPTION,VISA,4700,,BILLDESK-SI-HUB,649.0,INR,99.0,649.0,SALE,DECLINED,REVERSAL,IN,2022-04-28
2022-03-23,,,payment_transaction,CC,4700,,,,INR,,649.0,INIT_SALE,APPROVED,,IN,
2022-03-16,,,payment_transaction,CC,4700,,,,INR,,2.0,REVERSAL,APPROVED,,IN,
2022-03-16,,,payment_transaction,CC,4700,,,,INR,,2.0,VALIDATE,APPROVED,,IN,
2022-03-16,,,payment_transaction,CC,4700,,,,INR,,1.0,VALIDATE,DECLINED,,IN,
2022-02-27,,,payment_transaction,UPI,9***@upi,,,,INR,,649.0,SALE,APPROVED,,IN,
2022-02-27,,,payment_transaction,UPI,9***@upi,,,,INR,,649.0,SALE,PENDING,,IN,
2022-02-27,,,payment_transaction,UPI,9***@upi,,,,INR,,649.0,SALE,NEW,,IN,
2022-02-27,2022-02-28,2022-03-27,SUBSCRIPTION,UPI,,,ADYEN-UPI,649.0,INR,99.0,649.0,SALE,APPROVED,SETTLED,IN,2022-03-28
2022-02-27,2022-02-28,2022-03-27,SUBSCRIPTION,UPI,,,ADYEN-UPI,649.0,INR,99.0,649.0,SALE,PENDING,SETTLED,IN,2022-03-28
2022-02-27,2022-02-28,2022-03-27,SUBSCRIPTION,UPI,,,ADYEN-UPI,649.0,INR,99.0,649.0,SALE,NEW,SETTLED,IN,2022-03-28
2022-02-23,,,payment_transaction,UPI,9***@upi,,,,INR,,649.0,INIT_SALE,APPROVED,,IN,
2022-01-27,2022-01-28,2022-02-27,SUBSCRIPTION,UPI,,,ADYEN-UPI,649.0,INR,99.0,649.0,SALE,APPROVED,SETTLED,IN,2022-02-28
2022-01-27,,,payment_transaction,UPI,9***@upi,,,,INR,,649.0,SALE,APPROVED,,IN,
2022-01-27,2022-01-28,2022-02-27,SUBSCRIPTION,UPI,,,ADYEN-UPI,649.0,INR,99.0,649.0,SALE,NEW,SETTLED,IN,2022-02-28
2022-01-27,2022-01-28,2022-02-27,SUBSCRIPTION,UPI,,,ADYEN-UPI,649.0,INR,99.0,649.0,SALE,PENDING,SETTLED,IN,2022-02-28
2022-01-27,,,payment_transaction,UPI,9***@upi,,,,INR,,649.0,SALE,NEW,,IN,
2022-01-27,,,payment_transaction,UPI,9***@upi,,,,INR,,649.0,SALE,PENDING,,IN,
2022-01-23,,,payment_transaction,UPI,9***@upi,,,,INR,,649.0,INIT_SALE,APPROVED,,IN,
2021-12-29,2021-12-28,2022-01-27,SUBSCRIPTION,UPI,,,ADYEN-UPI,649.0,INR,99.0,649.0,SALE,NEW,RECOVERY,IN,2022-01-28
2021-12-29,,,payment_transaction,UPI,9***@upi,,,,INR,,649.0,SALE,APPROVED,,IN,
2021-12-29,2021-12-28,2022-01-27,SUBSCRIPTION,UPI,,,ADYEN-UPI,649.0,INR,99.0,649.0,SALE,PENDING,RECOVERY,IN,2022-01-28
2021-12-29,2021-12-28,2022-01-27,SUBSCRIPTION,UPI,,,ADYEN-UPI,649.0,INR,99.0,649.0,SALE,APPROVED,RECOVERY,IN,2022-01-28
2021-12-29,2021-12-28,2022-01-27,SUBSCRIPTION,UPI,,,ADYEN-UPI,649.0,INR,99.0,649.0,SALE,DECLINED,RECOVERY,IN,2022-01-28
2021-12-29,,,payment_transaction,UPI,9***@upi,,,,INR,,649.0,SALE,PENDING,,IN,
2021-12-27,,,payment_transaction,UPI,9***@upi,,,,INR,,649.0,SALE,NEW,,IN,
2021-12-27,2021-12-28,2022-01-27,SUBSCRIPTION,UPI,,,ADYEN-UPI,649.0,INR,99.0,649.0,SALE,APPROVED,REVERSAL,IN,2022-01-28
2021-12-27,2021-12-28,2022-01-27,SUBSCRIPTION,UPI,,,ADYEN-UPI,649.0,INR,99.0,649.0,SALE,NEW,REVERSAL,IN,2022-01-28
2021-12-27,,,payment_transaction,UPI,9***@upi,,,,INR,,649.0,SALE,DECLINED,,IN,
2021-12-27,,,payment_transaction,UPI,9***@upi,,,,INR,,649.0,SALE,PENDING,,IN,
2021-12-27,2021-12-28,2022-01-27,SUBSCRIPTION,UPI,,,ADYEN-UPI,649.0,INR,99.0,649.0,SALE,PENDING,REVERSAL,IN,2022-01-28
2021-12-27,2021-12-28,2022-01-27,SUBSCRIPTION,UPI,,,ADYEN-UPI,649.0,INR,99.0,649.0,SALE,DECLINED,REVERSAL,IN,2022-01-28
2021-12-24,,,payment_transaction,UPI,9***@upi,,,,INR,,649.0,INIT_SALE,APPROVED,,IN,
2021-12-23,,,payment_transaction,UPI,9***@upi,,,,INR,,649.0,INIT_SALE,NEW,,IN,
2021-11-29,2021-11-28,2021-12-27,SUBSCRIPTION,UPI,,,ADYEN-UPI,799.0,INR,121.88,799.0,CHARGE,APPROVED,RECOVERY,IN,2021-12-28
2021-11-29,,,payment_transaction,UPI,9***@upi,,,,INR,,799.0,CHARGE,APPROVED,,IN,
2021-11-29,2021-11-28,2021-12-27,SUBSCRIPTION,UPI,,,ADYEN-UPI,799.0,INR,121.88,799.0,CAPTURE,APPROVED,RECOVERY,IN,2021-12-28
2021-11-29,2021-11-28,2021-12-27,SUBSCRIPTION,UPI,,,ADYEN-UPI,799.0,INR,121.88,799.0,CHARGE,PENDING,RECOVERY,IN,2021-12-28
2021-11-29,,,payment_transaction,UPI,9***@upi,,,,INR,,799.0,CAPTURE,APPROVED,,IN,
2021-11-29,,,payment_transaction,UPI,9***@upi,,,,INR,,799.0,CHARGE,PENDING,,IN,
2021-11-27,,,payment_transaction,UPI,9***@upi,,,,INR,,799.0,SALE,NEW,,IN,
2021-11-27,,,payment_transaction,UPI,9***@upi,,,,INR,,799.0,SALE,DECLINED,,IN,
2021-11-27,2021-11-28,2021-12-27,SUBSCRIPTION,UPI,,,ADYEN-UPI,799.0,INR,121.88,799.0,SALE,NEW,REVERSAL,IN,2021-12-28
2021-11-27,2021-11-28,2021-12-27,SUBSCRIPTION,UPI,,,ADYEN-UPI,799.0,INR,121.88,799.0,SALE,DECLINED,REVERSAL,IN,2021-12-28
2021-10-31,,,payment_transaction,UPI,9***@upi,,,,INR,,799.0,CAPTURE,APPROVED,,IN,
2021-10-31,2021-10-28,2021-11-27,SUBSCRIPTION,UPI,,,ADYEN-UPI,799.0,INR,121.88,799.0,CHARGE,PENDING,RECOVERY,IN,2021-11-28
2021-10-31,2021-10-28,2021-11-27,SUBSCRIPTION,UPI,,,ADYEN-UPI,799.0,INR,121.88,799.0,CHARGE,APPROVED,RECOVERY,IN,2021-11-28
2021-10-31,,,payment_transaction,UPI,9***@upi,,,,INR,,1.0,VALIDATE,APPROVED,,IN,
2021-10-31,2021-10-28,2021-11-27,SUBSCRIPTION,UPI,,,ADYEN-UPI,799.0,INR,121.88,799.0,CAPTURE,APPROVED,RECOVERY,IN,2021-11-28
2021-10-31,,,payment_transaction,UPI,9***@upi,,,,INR,,799.0,CHARGE,APPROVED,,IN,
2021-10-31,,,payment_transaction,UPI,9***@upi,,,,INR,,799.0,CHARGE,PENDING,,IN,
2021-10-31,,,payment_transaction,CC,4700,,,,INR,,799.0,SALE,DECLINED,,IN,
2021-10-30,,,payment_transaction,CC,4700,,,,INR,,799.0,SALE,DECLINED,,IN,
2021-10-28,2021-10-28,2021-11-27,SUBSCRIPTION,VISA,4700,,BILLDESK,799.0,INR,121.88,799.0,SALE,NEW,REVERSAL,IN,2021-11-28
2021-10-28,,,payment_transaction,CC,4700,,,,INR,,799.0,SALE,DECLINED,,IN,
2021-10-28,2021-10-28,2021-11-27,SUBSCRIPTION,VISA,4700,,BILLDESK,799.0,INR,121.88,799.0,SALE,DECLINED,REVERSAL,IN,2021-11-28
2021-10-27,,,payment_transaction,CC,4700,,,,INR,,799.0,SALE,DECLINED,,IN,
2021-10-27,,,payment_transaction,CC,4700,,,,INR,,799.0,SALE,NEW,,IN,
2021-09-28,,,payment_transaction,CC,4700,,,,INR,,799.0,CAPTURE,APPROVED,,IN,
2021-09-28,,,payment_transaction,UPI,9***@upi,,,,INR,,799.0,CHARGE,DECLINED,,IN,
2021-09-28,,,payment_transaction,CC,4700,,,,INR,,799.0,CHARGE,APPROVED,,IN,
2021-09-28,,,payment_transaction,CC,4700,,,,INR,,799.0,SALE,DECLINED,,IN,
2021-09-28,,,payment_transaction,UPI,9***@upi,,,,INR,,799.0,CHARGE,PENDING,,IN,
2021-09-28,2021-09-28,2021-10-27,SUBSCRIPTION,VISA,4700,,ADYEN,799.0,INR,121.88,799.0,CHARGE,APPROVED,RECOVERY,IN,2021-10-28
2021-09-28,,,payment_transaction,CC,4700,,,,INR,,0.0,VALIDATE,APPROVED,,IN,
2021-09-28,2021-09-28,2021-10-27,SUBSCRIPTION,VISA,4700,,ADYEN,799.0,INR,121.88,799.0,CAPTURE,APPROVED,RECOVERY,IN,2021-10-28
2021-09-27,2021-09-28,2021-10-27,SUBSCRIPTION,VISA,4700,,BILLDESK,799.0,INR,121.88,799.0,SALE,NEW,REVERSAL,IN,2021-10-28
2021-09-27,,,payment_transaction,CC,4700,,,,INR,,799.0,SALE,DECLINED,,IN,
2021-09-27,2021-09-28,2021-10-27,SUBSCRIPTION,VISA,4700,,BILLDESK,799.0,INR,121.88,799.0,SALE,DECLINED,REVERSAL,IN,2021-10-28
2021-09-27,,,payment_transaction,CC,4700,,,,INR,,799.0,SALE,NEW,,IN,
2021-09-02,,,payment_transaction,CC,4700,,,,INR,,799.0,SALE,DECLINED,,IN,
2021-09-02,,,payment_transaction,CC,4700,,,,INR,,799.0,CAPTURE,APPROVED,,IN,
2021-09-02,,,payment_transaction,CC,4700,,,,INR,,799.0,CHARGE,APPROVED,,IN,
2021-09-02,2021-08-28,2021-09-27,SUBSCRIPTION,VISA,4700,,BILLDESK,799.0,INR,121.88,799.0,CHARGE,APPROVED,RECOVERY,IN,2021-09-28
2021-09-02,2021-08-28,2021-09-27,SUBSCRIPTION,VISA,4700,,BILLDESK,799.0,INR,121.88,799.0,CAPTURE,APPROVED,RECOVERY,IN,2021-09-28
2021-08-31,,,payment_transaction,CC,4700,,,,INR,,799.0,SALE,DECLINED,,IN,
2021-08-30,,,payment_transaction,CC,4700,,,,INR,,799.0,SALE,DECLINED,,IN,
2021-08-28,2021-08-28,2021-09-27,SUBSCRIPTION,VISA,4700,,BILLDESK,799.0,INR,121.88,799.0,SALE,NEW,REVERSAL,IN,2021-09-28
2021-08-28,2021-08-28,2021-09-27,SUBSCRIPTION,VISA,4700,,BILLDESK,799.0,INR,121.88,799.0,SALE,DECLINED,REVERSAL,IN,2021-09-28
2021-08-28,,,payment_transaction,CC,4700,,,,INR,,799.0,SALE,DECLINED,,IN,
2021-08-27,,,payment_transaction,CC,4700,,,,INR,,799.0,SALE,NEW,,IN,
2021-08-27,,,payment_transaction,CC,4700,,,,INR,,799.0,SALE,DECLINED,,IN,
2021-08-10,,,payment_transaction,CC,4700,,,,INR,,0.0,VALIDATE,APPROVED,,IN,
2021-07-27,2021-07-28,2021-08-27,SUBSCRIPTION,VISA,0924,,ADYEN,799.0,INR,121.88,799.0,SALE,APPROVED,SETTLED,IN,2021-08-28
2021-07-27,2021-07-28,2021-08-27,SUBSCRIPTION,VISA,0924,,ADYEN,799.0,INR,121.88,799.0,SALE,NEW,SETTLED,IN,2021-08-28
2021-07-27,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,NEW,,IN,
2021-07-27,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,APPROVED,,IN,
2021-06-27,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,APPROVED,,IN,
2021-06-27,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,NEW,,IN,
2021-06-27,2021-06-28,2021-07-27,SUBSCRIPTION,VISA,0924,,ADYEN,799.0,INR,121.88,799.0,SALE,NEW,SETTLED,IN,2021-07-28
2021-06-27,2021-06-28,2021-07-27,SUBSCRIPTION,VISA,0924,,ADYEN,799.0,INR,121.88,799.0,SALE,APPROVED,SETTLED,IN,2021-07-28
2021-05-27,2021-05-28,2021-06-27,SUBSCRIPTION,VISA,0924,,ADYEN,799.0,INR,121.88,799.0,SALE,NEW,SETTLED,IN,2021-06-28
2021-05-27,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,NEW,,IN,
2021-05-27,2021-05-28,2021-06-27,SUBSCRIPTION,VISA,0924,,ADYEN,799.0,INR,121.88,799.0,SALE,APPROVED,SETTLED,IN,2021-06-28
2021-05-27,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,APPROVED,,IN,
2021-04-27,2021-04-28,2021-05-27,SUBSCRIPTION,VISA,0924,,ADYEN,799.0,INR,121.88,799.0,SALE,APPROVED,SETTLED,IN,2021-05-28
2021-04-27,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,APPROVED,,IN,
2021-03-28,,,payment_transaction,CC,0924,,,,INR,,799.0,CHARGE,APPROVED,,IN,
2021-03-28,,,payment_transaction,CC,0924,,,,INR,,799.0,CAPTURE,APPROVED,,IN,
2021-03-28,2021-03-28,2021-04-27,SUBSCRIPTION,VISA,0924,,BILLDESK,799.0,INR,121.88,799.0,CHARGE,APPROVED,RECOVERY,IN,2021-04-28
2021-03-28,,,payment_transaction,CC,0924,,,,INR,,0.0,VALIDATE,APPROVED,,IN,
2021-03-28,2021-03-28,2021-04-27,SUBSCRIPTION,VISA,0924,,BILLDESK,799.0,INR,121.88,799.0,CAPTURE,APPROVED,RECOVERY,IN,2021-04-28
2021-03-27,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2021-03-27,2021-03-28,2021-04-27,SUBSCRIPTION,VISA,0924,,BILLDESK,799.0,INR,121.88,799.0,SALE,DECLINED,REVERSAL,IN,2021-04-28
2021-02-28,2021-02-28,2021-03-27,SUBSCRIPTION,VISA,0924,,BILLDESK,799.0,INR,121.88,799.0,SALE,DECLINED,REVERSAL,IN,2021-03-28
2021-02-28,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2021-02-28,,,payment_transaction,CC,0924,,,,INR,,799.0,CAPTURE,APPROVED,,IN,
2021-02-28,,,payment_transaction,CC,0924,,,,INR,,799.0,CHARGE,APPROVED,,IN,
2021-02-28,2021-02-28,2021-03-27,SUBSCRIPTION,VISA,0924,,ADYEN,799.0,INR,121.88,799.0,CAPTURE,APPROVED,RECOVERY,IN,2021-03-28
2021-02-28,2021-02-28,2021-03-27,SUBSCRIPTION,VISA,0924,,ADYEN,799.0,INR,121.88,799.0,CHARGE,APPROVED,RECOVERY,IN,2021-03-28
2021-02-27,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2021-01-27,2021-01-28,2021-02-27,SUBSCRIPTION,VISA,0924,,BILLDESK,199.0,INR,30.36,199.0,CHARGE,APPROVED,SETTLED,IN,2021-02-28
2021-01-27,,,payment_transaction,CC,0924,,,,INR,,199.0,CHARGE,APPROVED,,IN,
2021-01-27,,,payment_transaction,CC,0924,,,,INR,,199.0,CAPTURE,APPROVED,,IN,
2021-01-27,2021-01-28,2021-02-27,SUBSCRIPTION,VISA,0924,,BILLDESK,199.0,INR,30.36,199.0,CAPTURE,APPROVED,SETTLED,IN,2021-02-28
2021-01-22,,,payment_transaction,CC,0924,,,,INR,,799.0,CHARGE,DECLINED,,IN,
2021-01-09,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,CANCELED,,IN,
2021-01-08,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-12-31,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-12-25,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-12-19,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-12-18,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-12-16,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-12-15,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-12-12,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-12-11,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-12-10,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-12-10,2020-12-10,2021-01-09,SUBSCRIPTION,VISA,0924,,ADYEN,799.0,INR,121.88,799.0,SALE,CANCELED,REVERSAL,IN,2021-01-10
2020-12-10,2020-12-10,2021-01-09,SUBSCRIPTION,VISA,0924,,ADYEN,799.0,INR,121.88,799.0,SALE,DECLINED,REVERSAL,IN,2021-01-10
2020-12-09,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-11-10,2020-11-10,2020-12-09,SUBSCRIPTION,VISA,0924,,ADYEN,799.0,INR,121.88,799.0,CHARGE,APPROVED,RECOVERY,IN,2020-12-10
2020-11-10,2020-11-10,2020-12-09,SUBSCRIPTION,VISA,0924,,ADYEN,799.0,INR,121.88,799.0,CAPTURE,APPROVED,RECOVERY,IN,2020-12-10
2020-11-10,,,payment_transaction,CC,0924,,,,INR,,799.0,CAPTURE,APPROVED,,IN,
2020-11-10,,,payment_transaction,CC,0924,,,,INR,,799.0,CHARGE,APPROVED,,IN,
2020-11-09,2020-11-10,2020-12-09,SUBSCRIPTION,VISA,0924,,ADYEN,799.0,INR,121.88,799.0,SALE,DECLINED,REVERSAL,IN,2020-12-10
2020-11-09,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-10-09,2020-10-10,2020-11-09,SUBSCRIPTION,VISA,0924,,ADYEN,799.0,INR,121.88,799.0,CAPTURE,APPROVED,SETTLED,IN,2020-11-10
2020-10-09,,,payment_transaction,CC,0924,,,,INR,,799.0,CAPTURE,APPROVED,,IN,
2020-10-09,,,payment_transaction,CC,0924,,,,INR,,799.0,CHARGE,APPROVED,,IN,
2020-10-09,2020-10-10,2020-11-09,SUBSCRIPTION,VISA,0924,,ADYEN,799.0,INR,121.88,799.0,CHARGE,APPROVED,SETTLED,IN,2020-11-10
2020-09-15,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,CANCELED,,IN,
2020-09-14,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-09-11,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-09-04,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-08-27,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-08-24,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-08-22,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-08-20,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-08-18,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-08-15,2020-08-16,2020-09-15,SUBSCRIPTION,VISA,0924,,BILLDESK,799.0,INR,121.88,799.0,SALE,CANCELED,REVERSAL,IN,2020-09-16
2020-08-15,2020-08-16,2020-09-15,SUBSCRIPTION,VISA,0924,,BILLDESK,799.0,INR,121.88,799.0,SALE,DECLINED,REVERSAL,IN,2020-09-16
2020-08-15,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-07-16,,,payment_transaction,CC,0924,,,,INR,,799.0,CHARGE,APPROVED,,IN,
2020-07-16,2020-07-16,2020-08-15,SUBSCRIPTION,VISA,0924,,ADYEN,799.0,INR,121.88,799.0,CHARGE,APPROVED,RECOVERY,IN,2020-08-16
2020-07-16,,,payment_transaction,CC,0924,,,,INR,,799.0,CAPTURE,APPROVED,,IN,
2020-07-16,2020-07-16,2020-08-15,SUBSCRIPTION,VISA,0924,,ADYEN,799.0,INR,121.88,799.0,CAPTURE,APPROVED,RECOVERY,IN,2020-08-16
2020-07-15,2020-07-16,2020-08-15,SUBSCRIPTION,VISA,0924,,BILLDESK,799.0,INR,121.88,799.0,SALE,DECLINED,REVERSAL,IN,2020-08-16
2020-07-15,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-06-19,2020-06-16,2020-07-15,SUBSCRIPTION,VISA,0924,,ADYEN,799.0,INR,121.88,799.0,CAPTURE,APPROVED,RECOVERY,IN,2020-07-16
2020-06-19,,,payment_transaction,CC,0924,,,,INR,,799.0,CHARGE,APPROVED,,IN,
2020-06-19,2020-06-16,2020-07-15,SUBSCRIPTION,VISA,0924,,ADYEN,799.0,INR,121.88,799.0,CHARGE,APPROVED,RECOVERY,IN,2020-07-16
2020-06-19,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-06-19,,,payment_transaction,CC,0924,,,,INR,,799.0,CAPTURE,APPROVED,,IN,
2020-06-17,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-06-15,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-06-15,2020-06-16,2020-07-15,SUBSCRIPTION,VISA,0924,,ADYEN,799.0,INR,121.88,799.0,SALE,DECLINED,REVERSAL,IN,2020-07-16
2020-05-18,,,payment_transaction,CC,0924,,,,INR,,799.0,CAPTURE,APPROVED,,IN,
2020-05-18,2020-05-16,2020-06-15,SUBSCRIPTION,VISA,0924,,BILLDESK,799.0,INR,121.88,799.0,CHARGE,APPROVED,RECOVERY,IN,2020-06-16
2020-05-18,2020-05-16,2020-06-15,SUBSCRIPTION,VISA,0924,,BILLDESK,799.0,INR,121.88,799.0,CAPTURE,APPROVED,RECOVERY,IN,2020-06-16
2020-05-18,,,payment_transaction,CC,0924,,,,INR,,799.0,CHARGE,APPROVED,,IN,
2020-05-18,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-05-15,2020-05-16,2020-06-15,SUBSCRIPTION,VISA,0924,,ADYEN,799.0,INR,121.88,799.0,SALE,DECLINED,REVERSAL,IN,2020-06-16
2020-05-15,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-04-18,,,payment_transaction,CC,0924,,,,INR,,799.0,CAPTURE,APPROVED,,IN,
2020-04-18,2020-04-16,2020-05-15,SUBSCRIPTION,VISA,0924,,BILLDESK,799.0,INR,121.88,799.0,CHARGE,APPROVED,RECOVERY,IN,2020-05-16
2020-04-18,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-04-18,,,payment_transaction,CC,0924,,,,INR,,799.0,CHARGE,APPROVED,,IN,
2020-04-18,2020-04-16,2020-05-15,SUBSCRIPTION,VISA,0924,,BILLDESK,799.0,INR,121.88,799.0,CAPTURE,APPROVED,RECOVERY,IN,2020-05-16
2020-04-17,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-04-15,2020-04-16,2020-05-15,SUBSCRIPTION,VISA,0924,,BILLDESK,799.0,INR,121.88,799.0,SALE,DECLINED,REVERSAL,IN,2020-05-16
2020-04-15,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-03-16,2020-03-16,2020-04-15,SUBSCRIPTION,VISA,0924,,BILLDESK,799.0,INR,121.88,799.0,CHARGE,APPROVED,SETTLED,IN,2020-04-16
2020-03-16,,,payment_transaction,CC,0924,,,,INR,,799.0,CAPTURE,APPROVED,,IN,
2020-03-16,,,payment_transaction,CC,0924,,,,INR,,799.0,CHARGE,APPROVED,,IN,
2020-03-16,2020-03-16,2020-04-15,SUBSCRIPTION,VISA,0924,,BILLDESK,799.0,INR,121.88,799.0,CAPTURE,APPROVED,SETTLED,IN,2020-04-16
2020-03-13,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,CANCELED,,IN,
2020-03-13,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-03-05,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-02-28,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-02-24,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-02-21,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-02-20,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-02-17,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-02-15,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-02-14,2020-02-14,2020-03-13,SUBSCRIPTION,VISA,0924,,BILLDESK,799.0,INR,121.88,799.0,SALE,DECLINED,REVERSAL,IN,2020-03-14
2020-02-14,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-02-14,2020-02-14,2020-03-13,SUBSCRIPTION,VISA,0924,,BILLDESK,799.0,INR,121.88,799.0,SALE,CANCELED,REVERSAL,IN,2020-03-14
2020-02-13,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,DECLINED,,IN,
2020-01-13,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,APPROVED,,IN,
2020-01-13,2020-01-14,2020-02-13,SUBSCRIPTION,VISA,0924,,ADYEN,799.0,INR,121.88,799.0,SALE,APPROVED,SETTLED,IN,2020-02-14
2019-12-13,2019-12-14,2020-01-13,SUBSCRIPTION,VISA,0924,,ADYEN,799.0,INR,121.88,799.0,SALE,APPROVED,SETTLED,IN,2020-01-14
2019-12-13,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,APPROVED,,IN,
2019-11-13,2019-11-14,2019-12-13,SUBSCRIPTION,VISA,0924,,ADYEN,799.0,INR,121.88,799.0,SALE,APPROVED,SETTLED,IN,2019-12-14
2019-11-13,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,APPROVED,,IN,
